"No.","Time","signal strength","Source","Destination","Info","Length"
"10017","441.191603762","-49 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x085d, seq=470/54785, ttl=64 (request in 10016)","172"
"10018","441.194312103","-55 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x085d, seq=470/54785, ttl=64","161"
"10019","441.366647327","","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x070d, seq=515/770, ttl=64 (no response found!)","162"
"10021","441.368632103","-55 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x070d, seq=515/770, ttl=64 (reply in 10022)","161"
"10022","441.374508796","-49 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x070d, seq=515/770, ttl=64 (request in 10021)","172"
"10023","441.376692646","-55 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x070d, seq=515/770, ttl=64","161"
"10036","442.079187028","-62 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x085d, seq=471/55041, ttl=64 (no response found!)","161"
"10037","442.081335035","-54 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x085d, seq=471/55041, ttl=64 (no response found!)","161"
"10038","442.081367191","-54 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x085d, seq=471/55041, ttl=64 (reply in 10039)","161"
"10039","442.216736410","-49 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x085d, seq=471/55041, ttl=64 (request in 10038)","172"
"10040","442.218998285","-55 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x085d, seq=471/55041, ttl=64","161"
"10042","442.368720085","-63 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x070d, seq=516/1026, ttl=64 (no response found!)","172"
"10043","442.368760514","-63 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x070d, seq=516/1026, ttl=64 (no response found!)","172"
"10045","442.368814167","-63 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x070d, seq=516/1026, ttl=64 (no response found!)","172"
"10050","442.407764907","-55 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x070d, seq=516/1026, ttl=64 (reply in 10051)","161"
"10051","442.412419377","-49 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x070d, seq=516/1026, ttl=64 (request in 10050)","172"
"10052","442.413945969","-54 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x070d, seq=516/1026, ttl=64","161"
"10054","443.079822977","-62 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x085d, seq=472/55297, ttl=64 (no response found!)","161"
"10055","443.124808031","-55 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x085d, seq=472/55297, ttl=64 (no response found!)","161"
"10056","443.124839078","-55 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x085d, seq=472/55297, ttl=64 (reply in 10057)","161"
"10057","443.131409212","-49 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x085d, seq=472/55297, ttl=64 (request in 10056)","172"
"10058","443.133515717","-54 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x085d, seq=472/55297, ttl=64","161"
"10063","443.370086229","-63 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x070d, seq=517/1282, ttl=64 (no response found!)","172"
"10069","443.431596394","-54 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x070d, seq=517/1282, ttl=64 (reply in 10070)","161"
"10070","443.437507164","-50 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x070d, seq=517/1282, ttl=64 (request in 10069)","172"
"10071","443.439720795","-55 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x070d, seq=517/1282, ttl=64","161"
