No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
19593;917.400.600.079;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1023/65283, ttl=64;161;;192.168.1.106;;-53 dBm
19594;917.433.693.922;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1078/13828, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19595;917.436.732.845;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1078/13828, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
19596;917.436.763.997;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-53 dBm;
19597;917.436.780.164;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-53 dBm;
19598;917.436.795.364;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-52 dBm;
19599;917.436.811.194;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-52 dBm;
19600;917.437.457.362;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-53 dBm;
19601;917.439.614.455;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-52 dBm;
19602;917.439.646.820;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1078/13828, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
19603;917.439.665.776;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-53 dBm;
19604;917.439.687.519;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-53 dBm;
19605;917.439.704.436;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;161;192.168.1.102;;-52 dBm;
19606;917.440.853.814;-51 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;158;192.168.1.102;;-51 dBm;
19607;917.440.885.764;-50 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1077/13572, ttl=64;158;192.168.1.102;;-50 dBm;
19608;917.442.194.479;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1078/13828, ttl=64 (reply in 19610);161;192.168.1.102;;-53 dBm;
19609;917.494.114.008;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1024/4, ttl=64 (request in 19588);172;;192.168.1.106;;-70 dBm
19610;917.494.801.631;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1078/13828, ttl=64 (request in 19608);172;192.168.1.102;;-70 dBm;
19611;917.496.645.791;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1024/4, ttl=64;161;;192.168.1.106;;-52 dBm
19612;917.496.676.968;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1078/13828, ttl=64;161;192.168.1.102;;-52 dBm;
19613;917.496.693.753;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1024/4, ttl=64;161;;192.168.1.106;;-53 dBm
19614;917.498.753.140;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1024/4, ttl=64;161;;192.168.1.106;;-53 dBm
19615;917.498.790.532;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1024/4, ttl=64;161;;192.168.1.106;;-53 dBm
19616;917.498.807.692;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1078/13828, ttl=64;161;192.168.1.102;;-53 dBm;
19617;917.498.826.522;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1078/13828, ttl=64;161;192.168.1.102;;-53 dBm;
19630;918.392.190.209;-61 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1025/260, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
19637;918.436.572.640;-62 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1079/14084, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
19645;918.527.550.882;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1025/260, ttl=64 (no response found!);162;;192.168.1.106;;0
19646;918.527.583.245;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1079/14084, ttl=64 (no response found!);172;192.168.1.102;;-52 dBm;
19647;918.527.602.132;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1025/260, ttl=64 (no response found!);162;;192.168.1.106;;0
19648;918.527.618.891;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1079/14084, ttl=64 (no response found!);172;192.168.1.102;;-53 dBm;
19649;918.528.355.913;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1025/260, ttl=64 (no response found!);162;;192.168.1.106;;0
19650;918.528.388.456;-54 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1079/14084, ttl=64 (no response found!);172;192.168.1.102;;-54 dBm;
19651;918.528.406.322;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1025/260, ttl=64 (reply in 19657);162;;192.168.1.106;;0
19652;918.528.423.082;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1079/14084, ttl=64 (reply in 19658);172;192.168.1.102;;-52 dBm;
19657;918.623.733.179;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1025/260, ttl=64 (request in 19651);162;;192.168.1.106;;0
19658;918.623.755.285;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1079/14084, ttl=64 (request in 19652);172;192.168.1.102;;-71 dBm;
19659;918.625.428.794;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1025/260, ttl=64;161;;192.168.1.106;;-53 dBm
19660;918.625.479.370;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1079/14084, ttl=64;161;192.168.1.102;;-53 dBm;
19673;919.392.505.828;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1026/516, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
19674;919.433.605.242;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1080/14340, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19677;919.448.294.645;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1026/516, ttl=64 (reply in 19686);162;;192.168.1.106;;0
19678;919.448.333.948;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1080/14340, ttl=64 (reply in 19688);172;192.168.1.102;;-53 dBm;
19686;919.546.106.639;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1026/516, ttl=64 (request in 19677);172;;192.168.1.106;;-70 dBm
19687;919.546.650.806;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1026/516, ttl=64;161;;192.168.1.106;;-53 dBm
19688;919.547.071.564;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1080/14340, ttl=64 (request in 19678);172;192.168.1.102;;-70 dBm;
19689;919.548.614.066;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1080/14340, ttl=64;161;192.168.1.102;;-52 dBm;
19696;920.394.279.370;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1027/772, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
19697;920.442.486.297;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1081/14596, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19707;920.990.268.033;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1027/772, ttl=64 (reply in 19709);162;;192.168.1.106;;0
19708;920.990.299.150;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1081/14596, ttl=64 (reply in 19710);172;192.168.1.102;;-52 dBm;
19709;921.094.135.389;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1027/772, ttl=64 (request in 19707);162;;192.168.1.106;;0
19710;921.094.140.891;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1081/14596, ttl=64 (request in 19708);172;192.168.1.102;;-71 dBm;
19711;921.095.978.096;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1027/772, ttl=64;161;;192.168.1.106;;-53 dBm
19714;921.123.006.618;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1081/14596, ttl=64;161;192.168.1.102;;-53 dBm;
19722;921.394.843.127;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1028/1028, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
19723;921.440.231.233;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1082/14852, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19733;921.598.491.384;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1028/1028, ttl=64 (reply in 19736);162;;192.168.1.106;;0
19734;921.598.509.579;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1082/14852, ttl=64 (reply in 19737);172;192.168.1.102;;-52 dBm;
19736;921.695.118.765;-71 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1028/1028, ttl=64 (request in 19733);172;;192.168.1.106;;-71 dBm
19737;921.695.694.073;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1082/14852, ttl=64 (request in 19734);172;192.168.1.102;;-70 dBm;
19738;921.697.049.771;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1028/1028, ttl=64;161;;192.168.1.106;;-53 dBm
19740;922.192.223.515;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1082/14852, ttl=64;158;192.168.1.102;;-52 dBm;
19741;922.193.981.871;-49 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1082/14852, ttl=64;158;192.168.1.102;;-49 dBm;
19742;922.195.767.549;-50 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1082/14852, ttl=64;158;192.168.1.102;;-50 dBm;
19743;922.208.049.879;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1082/14852, ttl=64;158;192.168.1.102;;-52 dBm;
19744;922.210.298.318;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1082/14852, ttl=64;158;192.168.1.102;;-52 dBm;
19746;922.441.865.442;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1083/15108, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19747;922.470.448.954;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1083/15108, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19752;922.829.568.761;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1029/1284, ttl=64 (reply in 19754);162;;192.168.1.106;;0
19753;922.829.590.777;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1083/15108, ttl=64 (reply in 19755);172;192.168.1.102;;-53 dBm;
19754;922.933.270.542;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1029/1284, ttl=64 (request in 19752);162;;192.168.1.106;;0
19755;922.933.293.451;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1083/15108, ttl=64 (request in 19753);172;192.168.1.102;;-71 dBm;
19756;922.935.095.466;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1029/1284, ttl=64;161;;192.168.1.106;;-53 dBm
19757;923.126.193.992;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1083/15108, ttl=64;161;192.168.1.102;;-53 dBm;
19762;923.400.143.565;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1030/1540, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
19763;923.435.793.731;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1084/15364, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19764;923.447.774.979;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1030/1540, ttl=64 (reply in 19770);162;;192.168.1.106;;0
19765;923.447.809.242;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1084/15364, ttl=64 (reply in 19771);172;192.168.1.102;;-53 dBm;
19770;923.542.470.428;-71 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1030/1540, ttl=64 (request in 19764);172;;192.168.1.106;;-71 dBm
19771;923.542.683.288;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1084/15364, ttl=64 (request in 19765);172;192.168.1.102;;-71 dBm;
19773;923.545.138.880;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1084/15364, ttl=64;161;192.168.1.102;;-53 dBm;
19774;923.545.184.045;-54 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1030/1540, ttl=64;161;;192.168.1.106;;-54 dBm
19779;924.400.058.486;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1031/1796, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
19780;924.441.513.519;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1085/15620, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19789;925.286.393.871;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1031/1796, ttl=64 (no response found!);162;;192.168.1.106;;0
19790;925.286.410.655;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1085/15620, ttl=64 (reply in 19794);172;192.168.1.102;;-53 dBm;
19791;925.286.931.853;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1031/1796, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
19792;925.287.659.770;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1031/1796, ttl=64 (reply in 19793);161;;192.168.1.106;;-53 dBm
19793;925.387.404.726;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1031/1796, ttl=64 (request in 19792);162;;192.168.1.106;;0
19794;925.387.425.053;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1085/15620, ttl=64 (request in 19790);172;192.168.1.102;;-70 dBm;
19795;925.393.186.151;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1031/1796, ttl=64;161;;192.168.1.106;;-52 dBm
19796;925.393.211.555;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1031/1796, ttl=64;161;;192.168.1.106;;-53 dBm
19797;925.393.246.524;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1085/15620, ttl=64;161;192.168.1.102;;-52 dBm;
19798;925.398.931.263;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1032/2052, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
19799;925.400.665.075;-54 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1032/2052, ttl=64 (no response found!);161;;192.168.1.106;;-54 dBm
19800;925.400.689.948;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1032/2052, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
19801;925.401.454.440;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1032/2052, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
19802;925.404.666.484;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1032/2052, ttl=64 (reply in 19805);161;;192.168.1.106;;-53 dBm
19803;925.436.442.118;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1086/15876, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19804;925.438.459.510;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1086/15876, ttl=64 (reply in 19806);161;192.168.1.102;;-53 dBm;
19805;925.507.171.613;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1032/2052, ttl=64 (request in 19802);162;;192.168.1.106;;0
19806;925.507.191.340;-69 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1086/15876, ttl=64 (request in 19804);172;192.168.1.102;;-69 dBm;
19807;925.509.607.369;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1032/2052, ttl=64;161;;192.168.1.106;;-53 dBm
19808;925.509.644.882;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1086/15876, ttl=64;161;192.168.1.102;;-52 dBm;
19814;926.400.171.266;-61 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1033/2308, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
19818;926.442.257.497;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1087/16132, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19822;926.828.577.761;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1033/2308, ttl=64 (reply in 19825);162;;192.168.1.106;;0
19823;926.828.604.528;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1087/16132, ttl=64 (no response found!);172;192.168.1.102;;-53 dBm;
19824;926.828.632.645;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1087/16132, ttl=64 (reply in 19826);161;192.168.1.102;;-53 dBm;
19825;926.923.789.980;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1033/2308, ttl=64 (request in 19822);162;;192.168.1.106;;0
19826;926.923.814.216;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1087/16132, ttl=64 (request in 19824);172;192.168.1.102;;-71 dBm;
19827;926.925.956.824;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1033/2308, ttl=64;161;;192.168.1.106;;-53 dBm
19828;927.115.508.765;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1087/16132, ttl=64;161;192.168.1.102;;-53 dBm;
19832;927.401.442.464;-61 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1034/2564, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
19833;927.436.848.364;-54 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1034/2564, ttl=64 (reply in 19839);161;;192.168.1.106;;-54 dBm
19834;927.443.906.606;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1088/16388, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
19835;927.446.169.212;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1088/16388, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
19836;927.446.194.991;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1088/16388, ttl=64 (reply in 19840);161;192.168.1.102;;-52 dBm;
19839;927.534.872.960;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1034/2564, ttl=64 (request in 19833);172;;192.168.1.106;;-70 dBm
19840;927.535.258.572;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1088/16388, ttl=64 (request in 19836);172;192.168.1.102;;-70 dBm;
19841;927.537.258.043;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1034/2564, ttl=64;161;;192.168.1.106;;-53 dBm
19842;927.537.296.187;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1088/16388, ttl=64;161;192.168.1.102;;-53 dBm;
19854;928.402.900.217;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1035/2820, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
19855;928.404.503.853;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1035/2820, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
19856;928.408.768.752;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1035/2820, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
19861;928.979.995.997;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1035/2820, ttl=64 (reply in 19867);162;;192.168.1.106;;0
19862;928.980.029.464;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1089/16644, ttl=64 (no response found!);172;192.168.1.102;;-53 dBm;
19863;928.980.058.653;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1089/16644, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
19864;928.981.094.922;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1089/16644, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
19865;928.981.126.320;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1089/16644, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
19866;928.984.644.104;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1089/16644, ttl=64 (reply in 19868);161;192.168.1.102;;-53 dBm;
19867;929.085.233.977;-71 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1035/2820, ttl=64 (request in 19861);172;;192.168.1.106;;-71 dBm
19868;929.085.466.896;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1089/16644, ttl=64 (request in 19866);172;192.168.1.102;;-70 dBm;
19869;929.087.425.711;-54 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=1035/2820, ttl=64;161;;192.168.1.106;;-54 dBm
19871;929.200.071.431;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=1089/16644, ttl=64;161;192.168.1.102;;-52 dBm;
19875;929.403.862.176;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=1036/3076, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
19876;929.442.110.226;-68 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=1090/16900, ttl=64 (no response found!);172;192.168.1.102;;-68 dBm;
